Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Reporting Type]
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2001","7.45","2001","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2002","7.37","2002","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2003","7.47","2003","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2004","7.75","2004","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2005","8.15","2005","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2006","8.46","2006","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2007","9.15","2007","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2008","9.58","2008","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2009","10.59","2009","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2010","11.04","2010","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2011","11.06","2011","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2012","12","2012","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2013","12.77","2013","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2014","13.22","2014","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","150","Europe","2015","13.62","2015","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2000","26.79","2000","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2001","26.95","2001","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2002","24.63","2002","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2003","24.84","2003","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2004","26.59","2004","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2005","26.84","2005","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2006","25.52","2006","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2007","22.67","2007","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2008","24.16","2008","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2009","27.18","2009","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2010","29.78","2010","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2011","27.19","2011","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2012","29.42","2012","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2013","32.84","2013","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2014","33.65","2014","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","191","Croatia","2015","33.13","2015","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2000","5.94","2000","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2001","6.29","2001","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2002","7.28","2002","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2003","6.72","2003","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2004","7.11","2004","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2005","7.51","2005","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2006","7.86","2006","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2007","8.29","2007","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2008","8.96","2008","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2009","10.21","2009","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2010","10.92","2010","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2011","12.12","2011","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2012","12.76","2012","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2013","13.92","2013","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2014","14.83","2014","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","203","Czechia","2015","14.83","2015","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2000","10.74","2000","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2001","11.12","2001","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2002","11.87","2002","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2003","12.72","2003","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2004","14.45","2004","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2005","16.13","2005","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2006","15.27","2006","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2007","17.7","2007","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2000","6.93","2000","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2001","7.29","2001","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2002","7.49","2002","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2003","7.29","2003","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2004","7.31","2004","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2005","7.21","2005","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2006","7.18","2006","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2007","7.28","2007","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2008","8.01","2008","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2009","8.84","2009","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2010","9.49","2010","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2011","10.44","2011","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2012","10.92","2012","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2013","11.41","2013","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2014","11.57","2014","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","616","Poland","2015","11.91","2015","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2000","20.11","2000","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2001","20.83","2001","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2002","18.28","2002","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2003","22.09","2003","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2004","19.87","2004","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2005","18.07","2005","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2006","22.33","2006","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2007","23.15","2007","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2008","23.19","2008","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2009","24.89","2009","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2010","27.83","2010","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2011","27.22","2011","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2008","18.55","2008","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2009","19.34","2009","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2010","21.35","2010","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2011","23.9","2011","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2012","27.28","2012","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2013","27.34","2013","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2014","30.27","2014","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","208","Denmark","2015","33.17","2015","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2000","19.84","2000","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2001","18.94","2001","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2002","19.42","2002","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2003","19.83","2003","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2004","19.99","2004","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2005","18.86","2005","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2006","17.16","2006","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2007","18.57","2007","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2008","20.19","2008","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2009","24.09","2009","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2010","25.13","2010","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2011","24.98","2011","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2012","24.91","2012","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2013","24.48","2013","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2014","25.33","2014","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","233","Estonia","2015","27.48","2015","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2000","2.77","2000","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2001","2.56","2001","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2002","3.4","2002","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2003","3.11","2003","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2004","3.42","2004","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2005","3.84","2005","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2006","4.3","2006","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2007","4.54","2007","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2008","4.51","2008","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2009","5.12","2009","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2010","3.38","2010","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2011","5","2011","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2012","4.7","2012","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2013","4.32","2013","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2014","6.54","2014","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","234","Faroe Islands","2015","7.51","2015","Source: Energy Balances, UN Statistics Division (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2012","25.52","2012","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2013","30.17","2013","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2014","30.46","2014","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","620","Portugal","2015","27.16","2015","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2000","16.37","2000","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2001","13.39","2001","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2002","14.41","2002","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2003","15.67","2003","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2004","17.28","2004","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2005","18.51","2005","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2006","17.41","2006","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2007","18.18","2007","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2008","20.39","2008","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2009","22.18","2009","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2010","24.1","2010","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2011","21.11","2011","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2012","21.55","2012","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2013","23.09","2013","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2014","24.33","2014","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
"7","7.2","7.2.1","EG_FEC_RNEW","Renewable energy share in the total final energy consumption (%)","642","Romania","2015","23.7","2015","Source: World Energy Balances, IEA (2017)","","E","PERCENT","G"
